,Ticker,2023-12-31,2023-11-30,2023-10-31,2023-09-30,2023-08-31,2023-07-31,2023-06-30,2023-05-31,2023-04-30,2023-03-31,2023-02-28,2023-01-31,2022-12-31,2022-11-30,2022-10-31,2022-09-30,2022-08-31,2022-07-31,2022-06-30,2022-05-31,2022-04-30,2022-03-31,2022-02-28,2022-01-31,2021-12-31,2021-11-30,2021-10-31,2021-09-30,2021-08-31,2021-07-31,2021-06-30,2021-05-31,2021-04-30,2021-03-31,2021-02-28,2021-01-31,2020-12-31,2020-11-30,2020-10-31,2020-09-30,2020-08-31,2020-07-31,2020-06-30,2020-05-31,2020-04-30,2020-03-31,2020-02-29
172,AZO,,,,,2144131000.0,,,,,,,,,,,,2538744000.0,,,,,,,,,,,,2896776000.0,,,,,,,,,,,,2262372000.0,,,,,,
173,AVB,,,,,,,,,,,,,1247227000.0,,,,,,,,,,,,1049935000.0,,,,,,,,,,,,1082579000.0,,,,,,,,,,
174,AVY,,,,,,,,,,,,,662500000.0,,,,,,,,,,,,774700000.0,,,,,,,,,,,,532700000.0,,,,,,,,,,
175,BKR,1838000000.0,,,,,,,,,,,,899000000.0,,,,,,,,,,,,1518000000.0,,,,,,,,,,,,330000000.0,,,,,,,,,,
176,BALY,,,,,,,,,,,,,-34188000.0,,,,,,,,,,,,-79978000.0,,,,,,,,,,,,4219000.0,,,,,,,,,,
177,BALL,,,,,,,,,,,,,-1350000000.0,,,,,,,,,,,,34000000.0,,,,,,,,,,,,319000000.0,,,,,,,,,,
178,BAX,,,,,,,,,,,,,532000000.0,,,,,,,,,,,,1479000000.0,,,,,,,,,,,,1159000000.0,,,,,,,,,,
179,BDX,,,,2115000000.0,,,,,,,,,,,,1661000000.0,,,,,,,,,,,,3454000000.0,,,,,,,,,,,,2770000000.0,,,,,,,
180,BBY,,,,,,,,,,,,894000000.0,,,,,,,,,,,,2515000000.0,,,,,,,,,,,,4214000000.0,,,,,,,,,,,
181,BWA,,,,,,,,,,,,,846000000.0,,,,,,,,,,,,638000000.0,,,,,,,,,,,,723000000.0,,,,,,,,,,
182,BXP,,,,,,,,,,,,,1282399000.0,,,,,,,,,,,,1133227000.0,,,,,,,,,,,,1156840000.0,,,,,,,,,,
183,BSX,,,,,,,,,,,,,914000000.0,,,,,,,,,,,,1316000000.0,,,,,,,,,,,,986000000.0,,,,,,,,,,
184,AVGO,,,17633000000.0,,,,,,,,,,,,16312000000.0,,,,,,,,,,,,13321000000.0,,,,,,,,,,,,11598000000.0,,,,,,,,
185,BR,,,,,,,748100000.0,,,,,,,,,,,,370400000.0,,,,,,,,,,,,539400000.0,,,,,,,,,,,,499500000.0,,,,
186,BF-B,,,,,,,,,457000000.0,,,,,,,,,,,,798000000.0,,,,,,,,,,,,755000000.0,,,,,,,,,,,,611000000.0,,
187,CHRW,,,,,,,,,,,,,1521674000.0,,,,,,,,,,,,24033000.0,,,,,,,,,,,,445182000.0,,,,,,,,,,
188,CDNS,,,,,,,,,,,,,1117679000.0,,,,,,,,,,,,1034077000.0,,,,,,,,,,,,810109000.0,,,,,,,,,,
189,CPB,,,,,,773000000.0,,,,,,,,,,,,939000000.0,,,,,,,,,,,,760000000.0,,,,,,,,,,,,1097000000.0,,,,,
190,CAH,,,,,,,2358000000.0,,,,,,,,,,,,2735000000.0,,,,,,,,,,,,2029000000.0,,,,,,,,,,,,1585000000.0,,,,
191,KMX,,,,,,,,,,,860622000.0,,,,,,,,,,,,-2857984000.0,,,,,,,,,,,,503224000.0,,,,,,,,,,,,-568502000.0
192,CBRE,,,,,,,,,,,,,1368948000.0,,,,,,,,,,,,2154327000.0,,,,,,,,,,,,1564204000.0,,,,,,,,,,
193,CE,,,,,,,,,,,,,1276000000.0,,,,,,,,,,,,1290000000.0,,,,,,,,,,,,979000000.0,,,,,,,,,,
194,CNC,,,,,,,,,,,,,5257000000.0,,,,,,,,,,,,3295000000.0,,,,,,,,,,,,4634000000.0,,,,,,,,,,
195,CNP,,,,,,,,,,,,,-2609000000.0,,,,,,,,,,,,-3142000000.0,,,,,,,,,,,,-601000000.0,,,,,,,,,,
196,CF,,,,,,,,,,,,,3393000000.0,,,,,,,,,,,,2349000000.0,,,,,,,,,,,,922000000.0,,,,,,,,,,
197,CMG,1222746000.0,,,,,,,,,,,,844015000.0,,,,,,,,,,,,839606000.0,,,,,,,,,,,,290495000.0,,,,,,,,,,
198,CB,,,,,,,,,,,,,11243000000.0,,,,,,,,,,,,11149000000.0,,,,,,,,,,,,9785000000.0,,,,,,,,,,
199,CHD,,,,,,,,,,,,,706400000.0,,,,,,,,,,,,875000000.0,,,,,,,,,,,,891400000.0,,,,,,,,,,
200,CI,,,,,,,,,,,,,7361000000.0,,,,,,,,,,,,6037000000.0,,,,,,,,,,,,9256000000.0,,,,,,,,,,
201,CINF,,,,,,,,,,,,,2037000000.0,,,,,,,,,,,,1966000000.0,,,,,,,,,,,,1471000000.0,,,,,,,,,,
202,CTAS,,,,,,,,1266705000.0,,,,,,,,,,,,1296953000.0,,,,,,,,,,,,1217270000.0,,,,,,,,,,,,1061194000.0,,,
203,CFG,,,,,,,,,,,,,3993000000.0,,,,,,,,,,,,2151000000.0,,,,,,,,,,,,-7000000.0,,,,,,,,,,
204,CLX,,,,,,,930000000.0,,,,,,,,,,,,535000000.0,,,,,,,,,,,,945000000.0,,,,,,,,,,,,1292000000.0,,,,
205,CME,,,,,,,,,,,,,2966300000.0,,,,,,,,,,,,2275200000.0,,,,,,,,,,,,2518100000.0,,,,,,,,,,
206,CMS-PB,-771000000.0,,,,,,,,,,,,-1350000000.0,,,,,,,,,,,,-203000000.0,,,,,,,,,,,,-1164000000.0,,,,,,,,,,
207,CMS,-265000000.0,,,,,,,,,,,,-1626000000.0,,,,,,,,,,,,-390000000.0,,,,,,,,,,,,-1164000000.0,,,,,,,,,,
208,CMA,,,,,,,,,,,,,556000000.0,,,,,,,,,,,,564000000.0,,,,,,,,,,,,849000000.0,,,,,,,,,,
209,CAG,,,,,,,,633200000.0,,,,,,,,,,,,712900000.0,,,,,,,,,,,,961700000.0,,,,,,,,,,,,1473100000.0,,,
210,ED,,,,,,,,,,,,,-233000000.0,,,,,,,,,,,,-1220000000.0,,,,,,,,,,,,-1711000000.0,,,,,,,,,,
211,STZ,,,,,,,,,,,1721500000.0,,,,,,,,,,,,1678600000.0,,,,,,,,,,,,1941900000.0,,,,,,,,,,,,1824600000.0
212,CEG,,,,,,,,,,,,,-4042000000.0,,,,,,,,,,,,-2667000000.0,,,,,,,,,,,,-1163000000.0,,,,,,,,,,
213,COO,,,215000000.0,,,,,,,,,,,,450400000.0,,,,,,,,,,,,524200000.0,,,,,,,,,,,,176200000.0,,,,,,,,
214,CPRT,,,,,,847574000.0,,,,,,,,,,,,839235000.0,,,,,,,,,,,,527895000.0,,,,,,,,,,,,325913000.0,,,,,
215,GLW,,,,,,,,,,,,,1011000000.0,,,,,,,,,,,,1775000000.0,,,,,,,,,,,,803000000.0,,,,,,,,,,
216,CCI,,,,,,,,,,,,,1568000000.0,,,,,,,,,,,,1498000000.0,,,,,,,,,,,,1431000000.0,,,,,,,,,,
217,CMI,,,,,,,,,,,,,1046000000.0,,,,,,,,,,,,1522000000.0,,,,,,,,,,,,2147000000.0,,,,,,,,,,
218,DRI,,,,,,,,951300000.0,,,,,,,,,,,,853600000.0,,,,,,,,,,,,923700000.0,,,,,,,,,,,,226800000.0,,,
219,DVA,,,,,,,,,,,,,961141000.0,,,,,,,,,,,,1289411000.0,,,,,,,,,,,,1304487000.0,,,,,,,,,,
220,DE,,,4121000000.0,,,,,,,,,,,,911000000.0,,,,,,,,,,,,5146000000.0,,,,,,,,,,,,4827000000.0,,,,,,,,
221,DAL,,,,,,,,,,,,,-3000000.0,,,,,,,,,,,,17000000.0,,,,,,,,,,,,-5692000000.0,,,,,,,,,,
222,DVN,,,,,,,,,,,,,3405000000.0,,,,,,,,,,,,2892000000.0,,,,,,,,,,,,193000000.0,,,,,,,,,,
223,FANG,,,,,,,,,,,,,2820000000.0,,,,,,,,,,,,1630000000.0,,,,,,,,,,,,74000000.0,,,,,,,,,,
224,DLR,,,,,,,,,,,,,1659388000.0,,,,,,,,,,,,1702228000.0,,,,,,,,,,,,1706541000.0,,,,,,,,,,
225,DFS,,,,,,,,,,,,,6904000000.0,,,,,,,,,,,,5825000000.0,,,,,,,,,,,,5935000000.0,,,,,,,,,,
226,DG,,,,,,,,,,,,423973000.0,,,,,,,,,,,,1795351000.0,,,,,,,,,,,,2848196000.0,,,,,,,,,,,
227,D,,,,,,,,,,,,,-3891000000.0,,,,,,,,,,,,-1923000000.0,,,,,,,,,,,,-793000000.0,,,,,,,,,,
228,DOV,,,,,,,,,,,,,584762000.0,,,,,,,,,,,,944400000.0,,,,,,,,,,,,939118000.0,,,,,,,,,,
229,DHI,,,,4155500000.0,,,,,,,,,,,,413600000.0,,,,,,,,,,,,267000000.0,,,,,,,,,,,,1134800000.0,,,,,,,
230,DTE,-714000000.0,,,,,,,,,,,,-1401000000.0,,,,,,,,,,,,-705000000.0,,,,,,,,,,,,-160000000.0,,,,,,,,,,
231,DXC,,,,,,,,,,960000000.0,,,,,,,,,,,,952000000.0,,,,,,,,,,,,-391000000.0,,,,,,,,,,,,1765000000.0,
232,EMN,,,,,,,,,,,,,351000000.0,,,,,,,,,,,,1041000000.0,,,,,,,,,,,,1059000000.0,,,,,,,,,,
233,ETN,,,,,,,,,,,,,1935000000.0,,,,,,,,,,,,1588000000.0,,,,,,,,,,,,2555000000.0,,,,,,,,,,
234,ECL,,,,,,,,,,,,,1075600000.0,,,,,,,,,,,,1418900000.0,,,,,,,,,,,,1371200000.0,,,,,,,,,,
235,EIX,,,,,,,,,,,,,-2562000000.0,,,,,,,,,,,,-5494000000.0,,,,,,,,,,,,-4053000000.0,,,,,,,,,,
236,EW,,,,,,,,,,,,,953400000.0,,,,,,,,,,,,1402300000.0,,,,,,,,,,,,647000000.0,,,,,,,,,,
237,ETR,,,,,,,,,,,,,-2809442000.0,,,,,,,,,,,,-4121399000.0,,,,,,,,,,,,-2466995000.0,,,,,,,,,,
238,EOG,,,,,,,,,,,,,6093000000.0,,,,,,,,,,,,4941000000.0,,,,,,,,,,,,1543000000.0,,,,,,,,,,
239,EFX,,,,,,,,,,,,,132600000.0,,,,,,,,,,,,865800000.0,,,,,,,,,,,,524900000.0,,,,,,,,,,
240,EQIX,,,,,,,,,,,,,685178000.0,,,,,,,,,,,,-204306000.0,,,,,,,,,,,,27322000.0,,,,,,,,,,
241,EQR,,,,,,,,,,,,,1222515000.0,,,,,,,,,,,,1091537000.0,,,,,,,,,,,,1099292000.0,,,,,,,,,,
242,ESS,,,,,,,,,,,,,812456000.0,,,,,,,,,,,,784064000.0,,,,,,,,,,,,713023000.0,,,,,,,,,,
243,EVRG,,,,,,,,,,,,,-364600000.0,,,,,,,,,,,,-620800000.0,,,,,,,,,,,,193500000.0,,,,,,,,,,
244,ES,,,,,,,,,,,,,-1040559000.0,,,,,,,,,,,,-1212480000.0,,,,,,,,,,,,-1260424000.0,,,,,,,,,,
245,EXPD,,,,,,,,,,,,,2042851000.0,,,,,,,,,,,,832247000.0,,,,,,,,,,,,607426000.0,,,,,,,,,,
246,EXR,,,,,,,,,,,,,1215307000.0,,,,,,,,,,,,948777000.0,,,,,,,,,,,,764139000.0,,,,,,,,,,
247,FFIV,,,,599225000.0,,,,,,,,,,,,409007000.0,,,,,,,,,,,,614545000.0,,,,,,,,,,,,600958000.0,,,,,,,
248,FRT,,,,,,,,,,,,,100068000.0,,,,,,,,,,,,30838000.0,,,,,,,,,,,,-132007000.0,,,,,,,,,,
249,FIS,,,,,,,,,,,,,2549000000.0,,,,,,,,,,,,3559000000.0,,,,,,,,,,,,3313000000.0,,,,,,,,,,
250,FITB,,,,,,,,,,,,,5956000000.0,,,,,,,,,,,,2395000000.0,,,,,,,,,,,,13000000.0,,,,,,,,,,
251,FE,,,,,,,,,,,,,-73000000.0,,,,,,,,,,,,366000000.0,,,,,,,,,,,,-1234000000.0,,,,,,,,,,
252,FLT,,,,,,,,,,,,,603369000.0,,,,,,,,,,,,1085533000.0,,,,,,,,,,,,1394164000.0,,,,,,,,,,
253,FMC,,,,,,,,,,,,,440100000.0,,,,,,,,,,,,720000000.0,,,,,,,,,,,,580600000.0,,,,,,,,,,
254,FTNT,,,,,,,,,,,,,1449400000.0,,,,,,,,,,,,1203800000.0,,,,,,,,,,,,957800000.0,,,,,,,,,,
255,FTV,,,,,,,,,,,,,1207400000.0,,,,,,,,,,,,911100000.0,,,,,,,,,,,,1361000000.0,,,,,,,,,,
256,FOXA,,,,,,,1443000000.0,,,,,,,,,,,,1577000000.0,,,,,,,,,,,,2155000000.0,,,,,,,,,,,,2006000000.0,,,,
257,FXBY,,,,,,,,,,,,,1215393.0,,,,,,,,,,,,-659771.0,,,,,,,,,,,,1089082.0,,,,,,,,,,
258,FOX,,,,,,,1443000000.0,,,,,,,,,,,,1577000000.0,,,,,,,,,,,,2155000000.0,,,,,,,,,,,,2006000000.0,,,,
259,BEN,,,,989900000.0,,,,,,,,,,,,1866400000.0,,,,,,,,,,,,1166100000.0,,,,,,,,,,,,979600000.0,,,,,,,
260,FCX,,,,,,,,,,,,,1670000000.0,,,,,,,,,,,,5600000000.0,,,,,,,,,,,,1056000000.0,,,,,,,,,,
261,GRMN,,,,,,,,,,,,,542066000.0,,,,,,,,,,,,702840000.0,,,,,,,,,,,,947801000.0,,,,,,,,,,
262,IT,,,,,,,,,,,,,993372000.0,,,,,,,,,,,,1252636000.0,,,,,,,,,,,,819390000.0,,,,,,,,,,
263,GIS,,,,,,,,2089100000.0,,,,,,,,,,,,2747400000.0,,,,,,,,,,,,2452400000.0,,,,,,,,,,,,3215400000.0,,,
264,GPC,,,,,,,,,,,,,1127339000.0,,,,,,,,,,,,992149000.0,,,,,,,,,,,,1866059000.0,,,,,,,,,,
265,GPN,,,,,,,,,,,,,1628388000.0,,,,,,,,,,,,2287609000.0,,,,,,,,,,,,1877914000.0,,,,,,,,,,
266,GWW,,,,,,,,,,,,,1077000000.0,,,,,,,,,,,,682000000.0,,,,,,,,,,,,926000000.0,,,,,,,,,,
267,HAL,2079000000.0,,,,,,,,,,,,1231000000.0,,,,,,,,,,,,1112000000.0,,,,,,,,,,,,1153000000.0,,,,,,,,,,
268,HIG,,,,,,,,,,,,,3833000000.0,,,,,,,,,,,,3960000000.0,,,,,,,,,,,,3757000000.0,,,,,,,,,,
269,HAS,,,,,,,,,,,,,198700000.0,,,,,,,,,,,,685200000.0,,,,,,,,,,,,850500000.0,,,,,,,,,,
270,HCA,,,,,,,,,,,,,4127000000.0,,,,,,,,,,,,5382000000.0,,,,,,,,,,,,6397000000.0,,,,,,,,,,
271,PEAK,,,,,,,,,,,,,900261000.0,,,,,,,,,,,,795248000.0,,,,,,,,,,,,758431000.0,,,,,,,,,,
272,HCP,,,,,,,,,,,,-93460000.0,,,,,,,,,,,,-62811000.0,,,,,,,,,,,,-46847000.0,,,,,,,,,,,
273,HSY,,,,,,,,,,,,,1808356000.0,,,,,,,,,,,,1587007000.0,,,,,,,,,,,,1258031000.0,,,,,,,,,,
274,HES,,,,,,,,,,,,,1219000000.0,,,,,,,,,,,,1143000000.0,,,,,,,,,,,,-864000000.0,,,,,,,,,,
275,HPE,,,1600000000.0,,,,,,,,,,,,1471000000.0,,,,,,,,,,,,3369000000.0,,,,,,,,,,,,-143000000.0,,,,,,,,
276,HLT,1699000000.0,,,,,,,,,,,,1579000000.0,,,,,,,,,,,,30000000.0,,,,,,,,,,,,616000000.0,,,,,,,,,,
277,HOLX,,,,901000000.0,,,,,,,,,,,,1998500000.0,,,,,,,,,,,,2146200000.0,,,,,,,,,,,,740200000.0,,,,,,,
278,HRL,,,777636000.0,,,,,,,,,,,,856059000.0,,,,,,,,,,,,769518000.0,,,,,,,,,,,,760523000.0,,,,,,,,
279,HST,,,,,,,,,,,,,912000000.0,,,,,,,,,,,,-135000000.0,,,,,,,,,,,,-806000000.0,,,,,,,,,,
280,HPQ,,,2962000000.0,,,,,,,,,,,,3672000000.0,,,,,,,,,,,,5827000000.0,,,,,,,,,,,,3736000000.0,,,,,,,,
281,HUM,,,,,,,,,,,,,3467000000.0,,,,,,,,,,,,946000000.0,,,,,,,,,,,,4675000000.0,,,,,,,,,,
282,HBAN,,,,,,,,,,,,,3813000000.0,,,,,,,,,,,,1815000000.0,,,,,,,,,,,,1204000000.0,,,,,,,,,,
283,HII,678000000.0,,,,,,,,,,,,482000000.0,,,,,,,,,,,,429000000.0,,,,,,,,,,,,740000000.0,,,,,,,,,,
284,IDXX,,,,,,,,,,,,,384146000.0,,,,,,,,,,,,635997000.0,,,,,,,,,,,,540187000.0,,,,,,,,,,
285,ITW,,,,,,,,,,,,,1936000000.0,,,,,,,,,,,,2261000000.0,,,,,,,,,,,,2571000000.0,,,,,,,,,,
286,ICE,3053000000.0,,,,,,,,,,,,3072000000.0,,,,,,,,,,,,2671000000.0,,,,,,,,,,,,2471000000.0,,,,,,,,,,
287,IFF,,,,,,,,,,,,,-109000000.0,,,,,,,,,,,,1040000000.0,,,,,,,,,,,,522000000.0,,,,,,,,,,
288,IP,,,,,,,,,,,,,1243000000.0,,,,,,,,,,,,1481000000.0,,,,,,,,,,,,2312000000.0,,,,,,,,,,
289,INPAP,,,,,,,,,,,,,1243000000.0,,,,,,,,,,,,1481000000.0,,,,,,,,,,,,2312000000.0,,,,,,,,,,
290,IPG,,,,,,,,,,,,,430700000.0,,,,,,,,,,,,1880300000.0,,,,,,,,,,,,1679700000.0,,,,,,,,,,
291,IVZ,,,,,,,,,,,,,510300000.0,,,,,,,,,,,,969300000.0,,,,,,,,,,,,1115300000.0,,,,,,,,,,
292,IQV,,,,,,,,,,,,,1586000000.0,,,,,,,,,,,,2302000000.0,,,,,,,,,,,,1343000000.0,,,,,,,,,,
293,IRM,,,,,,,,,,,,,44112000.0,,,,,,,,,,,,134526000.0,,,,,,,,,,,,534404000.0,,,,,,,,,,
294,JBHT,,,,,,,,,,,,,236086000.0,,,,,,,,,,,,276335000.0,,,,,,,,,,,,384314000.0,,,,,,,,,,
295,JKHY,,,,,,,174575000.0,,,,,,,,,,,,313242000.0,,,,,,,,,,,,304292000.0,,,,,,,,,,,,333022000.0,,,,
296,J,,,,837277000.0,,,,,,,,,,,,347094000.0,,,,,,,,,,,,633462000.0,,,,,,,,,,,,688580000.0,,,,,,,
297,SJM,,,,,,,,,717000000.0,,,,,,,,,,,,718800000.0,,,,,,,,,,,,1258300000.0,,,,,,,,,,,,985500000.0,,
298,JCI,,,,,,,,,,,,,,,,1394000000.0,,,,,,,,,,,,1935000000.0,,,,,,,,,,,,1776000000.0,,,,,,,
299,JNPR,713400000.0,,,,,,,,,,,,-7500000.0,,,,,,,,,,,,589700000.0,,,,,,,,,,,,511600000.0,,,,,,,,,,
300,K,,,,,,,,,,,,,1163000000.0,,,,,,,,,,,,1148000000.0,,,,,,,,,,,,1481000000.0,,,,,,,,,,
301,KEYS,,,1212000000.0,,,,,,,,,,,,959000000.0,,,,,,,,,,,,1148000000.0,,,,,,,,,,,,899000000.0,,,,,,,,
302,KMB,2776000000.0,,,,,,,,,,,,1857000000.0,,,,,,,,,,,,1723000000.0,,,,,,,,,,,,2512000000.0,,,,,,,,,,
303,KIM,,,,,,,,,,,,,861114000.0,,,,,,,,,,,,618875000.0,,,,,,,,,,,,589913000.0,,,,,,,,,,
304,KLAC,,,,,,,3328214000.0,,,,,,,,,,,,3005382000.0,,,,,,,,,,,,1953398000.0,,,,,,,,,,,,1626175000.0,,,,
305,KR,,,,,,,,,,,,1420000000.0,,,,,,,,,,,,3576000000.0,,,,,,,,,,,,3950000000.0,,,,,,,,,,,
306,LH,,,,,,,,,,,,,1474000000.0,,,,,,,,,,,,2649200000.0,,,,,,,,,,,,1753600000.0,,,,,,,,,,
307,LW,,,,,,,,107700000.0,,,,,,,,,,,,128500000.0,,,,,,,,,,,,405500000.0,,,,,,,,,,,,406300000.0,,,
308,ELAA.F,,,,,,,-1558000000.0,,,,,,,,,,,,2000000000.0,,,,,,,,,,,,2994000000.0,,,,,,,,,,,,1657000000.0,,,,
309,EL,,,,,,,-1558000000.0,,,,,,,,,,,,2000000000.0,,,,,,,,,,,,2994000000.0,,,,,,,,,,,,1657000000.0,,,,
310,LEN,,5079939000.0,,,,,,,,,,,,3208454000.0,,,,,,,,,,,,2467602000.0,,,,,,,,,,,,4118067000.0,,,,,,,,,
311,LNC,,,,,,,,,,,,,4036000000.0,,,,,,,,,,,,168000000.0,,,,,,,,,,,,534000000.0,,,,,,,,,,
312,LKQ,,,,,,,,,,,,,1028000000.0,,,,,,,,,,,,1074000000.0,,,,,,,,,,,,1271000000.0,,,,,,,,,,
313,L,3221000000.0,,,,,,,,,,,,2654000000.0,,,,,,,,,,,,2141000000.0,,,,,,,,,,,,1035000000.0,,,,,,,,,,
314,LYB,,,,,,,,,,,,,4229000000.0,,,,,,,,,,,,5736000000.0,,,,,,,,,,,,1457000000.0,,,,,,,,,,
315,MTB,,,,,,,,,,,,,4359352000.0,,,,,,,,,,,,2565746000.0,,,,,,,,,,,,616898000.0,,,,,,,,,,
316,MRO,,,,,,,,,,,,,3978000000.0,,,,,,,,,,,,2193000000.0,,,,,,,,,,,,130000000.0,,,,,,,,,,
317,MPC,,,,,,,,,,,,,13941000000.0,,,,,,,,,,,,2896000000.0,,,,,,,,,,,,-368000000.0,,,,,,,,,,
318,MMC,,,,,,,,,,,,,2995000000.0,,,,,,,,,,,,3110000000.0,,,,,,,,,,,,3034000000.0,,,,,,,,,,
319,MLM,,,,,,,,,,,,,509400000.0,,,,,,,,,,,,714600000.0,,,,,,,,,,,,690400000.0,,,,,,,,,,
320,MAS,1170000000.0,,,,,,,,,,,,616000000.0,,,,,,,,,,,,802000000.0,,,,,,,,,,,,839000000.0,,,,,,,,,,
321,MKC,,973400000.0,,,,,,,,,,,,389500000.0,,,,,,,,,,,,550300000.0,,,,,,,,,,,,816000000.0,,,,,,,,,
322,MCK,,,,,,,,,,4601000000.0,,,,,,,,,,,,3899000000.0,,,,,,,,,,,,3901000000.0,,,,,,,,,,,,3868000000.0,
323,MTD,,,,,,,,,,,,,737826000.0,,,,,,,,,,,,801245000.0,,,,,,,,,,,,632205000.0,,,,,,,,,,
324,MGM,,,,,,,,,,,,,991395000.0,,,,,,,,,,,,882726000.0,,,,,,,,,,,,-1763622000.0,,,,,,,,,,
325,MAA,,,,,,,,,,,,,762303000.0,,,,,,,,,,,,615332000.0,,,,,,,,,,,,598443000.0,,,,,,,,,,
326,MHK,,,,,,,,,,,,,88411000.0,,,,,,,,,,,,632999000.0,,,,,,,,,,,,1344282000.0,,,,,,,,,,
327,MCO,,,,,,,,,,,,,1191000000.0,,,,,,,,,,,,1866000000.0,,,,,,,,,,,,2043000000.0,,,,,,,,,,
328,MOS,,,,,,,,,,,,,2688500000.0,,,,,,,,,,,,898400000.0,,,,,,,,,,,,412000000.0,,,,,,,,,,
329,MSI,,,,,,,,,,,,,1567000000.0,,,,,,,,,,,,1594000000.0,,,,,,,,,,,,1396000000.0,,,,,,,,,,
330,MSCI,,,,,,,,,,,,,1022474000.0,,,,,,,,,,,,883275000.0,,,,,,,,,,,,760134000.0,,,,,,,,,,
331,NDAQ,,,,,,,,,,,,,1554000000.0,,,,,,,,,,,,920000000.0,,,,,,,,,,,,1064000000.0,,,,,,,,,,
332,NWL,,,,,,,,,,,,,-584000000.0,,,,,,,,,,,,595000000.0,,,,,,,,,,,,1173000000.0,,,,,,,,,,
333,NEM,,,,,,,,,,,,,1089000000.0,,,,,,,,,,,,2626000000.0,,,,,,,,,,,,3580000000.0,,,,,,,,,,
334,NWSA,,,,,,,593000000.0,,,,,,,,,,,,855000000.0,,,,,,,,,,,,847000000.0,,,,,,,,,,,,342000000.0,,,,
335,NWS,,,,,,,593000000.0,,,,,,,,,,,,855000000.0,,,,,,,,,,,,847000000.0,,,,,,,,,,,,342000000.0,,,,
336,NI,,,,,,,,,,,,,-793700000.0,,,,,,,,,,,,-620100000.0,,,,,,,,,,,,-654100000.0,,,,,,,,,,
337,NTRS,,,,,,,,,,,,,1668900000.0,,,,,,,,,,,,840900000.0,,,,,,,,,,,,1336400000.0,,,,,,,,,,
338,NCLH,,,,,,,,,,,,,-1573837000.0,,,,,,,,,,,,-3220852000.0,,,,,,,,,,,,-3502788000.0,,,,,,,,,,
339,NRG,,,,,,,,,,,,,-13000000.0,,,,,,,,,,,,224000000.0,,,,,,,,,,,,1597000000.0,,,,,,,,,,
340,NUE,,,,,,,,,,,,,8124157000.0,,,,,,,,,,,,4608787000.0,,,,,,,,,,,,1153658000.0,,,,,,,,,,
341,OMC,1343500000.0,,,,,,,,,,,,848300000.0,,,,,,,,,,,,1279600000.0,,,,,,,,,,,,1649200000.0,,,,,,,,,,
342,OKE,,,,,,,,,,,,,1703898000.0,,,,,,,,,,,,1849418000.0,,,,,,,,,,,,-296313000.0,,,,,,,,,,
343,PKG,,,,,,,,,,,,,670800000.0,,,,,,,,,,,,489000000.0,,,,,,,,,,,,611600000.0,,,,,,,,,,
344,PH,,,,,,,2599183000.0,,,,,,,,,,,,2211686000.0,,,,,,,,,,,,2365044000.0,,,,,,,,,,,,1838358000.0,,,,
345,PNR,,,,,,,,,,,,,278100000.0,,,,,,,,,,,,553000000.0,,,,,,,,,,,,511400000.0,,,,,,,,,,
346,PSX,,,,,,,,,,,,,8619000000.0,,,,,,,,,,,,4157000000.0,,,,,,,,,,,,-809000000.0,,,,,,,,,,
347,PNW,,,,,,,,,,,,,-466049000.0,,,,,,,,,,,,-613461000.0,,,,,,,,,,,,-360219000.0,,,,,,,,,,
348,PXD,,,,,,,,,,,,,7428000000.0,,,,,,,,,,,,2890000000.0,,,,,,,,,,,,481000000.0,,,,,,,,,,
349,PNC,,,,,,,,,,,,,9083000000.0,,,,,,,,,,,,7214000000.0,,,,,,,,,,,,4659000000.0,,,,,,,,,,
350,PPG,,,,,,,,,,,,,445000000.0,,,,,,,,,,,,1191000000.0,,,,,,,,,,,,1826000000.0,,,,,,,,,,
351,PPL,,,,,,,,,,,,,-425000000.0,,,,,,,,,,,,297000000.0,,,,,,,,,,,,476000000.0,,,,,,,,,,
352,PGR,,,,,,,,,,,,,6556800000.0,,,,,,,,,,,,7518200000.0,,,,,,,,,,,,6682100000.0,,,,,,,,,,
353,PLD,,,,,,,,,,,,,4126430000.0,,,,,,,,,,,,2996042000.0,,,,,,,,,,,,2937005000.0,,,,,,,,,,
354,PRU,,,,,,,,,,,,,5158000000.0,,,,,,,,,,,,9812000000.0,,,,,,,,,,,,8368000000.0,,,,,,,,,,
355,PEG,,,,,,,,,,,,,-1385000000.0,,,,,,,,,,,,-983000000.0,,,,,,,,,,,,68000000.0,,,,,,,,,,
356,PSA,,,,,,,,,,,,,2657368000.0,,,,,,,,,,,,2273317000.0,,,,,,,,,,,,1872904000.0,,,,,,,,,,
357,PHM,2104561000.0,,,,,,,,,,,,555805000.0,,,,,,,,,,,,931240000.0,,,,,,,,,,,,1725988000.0,,,,,,,,,,
358,QRVO,,,,,,,,,,684278000.0,,,,,,,,,,,,835777000.0,,,,,,,,,,,,1114893000.0,,,,,,,,,,,,781542000.0,
359,PWR,,,,,,,,,,,,,701530000.0,,,,,,,,,,,,195671000.0,,,,,,,,,,,,855403000.0,,,,,,,,,,
360,DGX,,,,,,,,,,,,,1314000000.0,,,,,,,,,,,,1830000000.0,,,,,,,,,,,,1587000000.0,,,,,,,,,,
361,RL,,,,,,,,,,193500000.0,,,,,,,,,,,,549000000.0,,,,,,,,,,,,273100000.0,,,,,,,,,,,,484300000.0,
